ID,Grupo,Torre,Ambiente,Nivel de presión sonora (dB),Nivel de iluminancia,Temperatura ambiental,N° de personas presentes,N° de tomacorrientes disponibles,Cant de luminarias,Fuente de luz,Fuente de ruido,Propósito,Distractores,Frecuencia de uso del ambiente,Nivel de conservación,Nivel de comodidad,Facilidad para estudiar,Intensidad de la luz
11A1-3004-18,Grupo 6,A,1,132.32,138.86,19,5,4,3,Artificial,Tráfico vehicular,Descanso,Auditivos,2,4,4,3,3
10A1-3004-18,Grupo 6,A,1,124.17,149.86,20,7,20,11,Mixta,Pasillos,Estudio,Tecnológicos,2,5,2,4,3
10A1-3004-18,Grupo 6,A,1,124.17,149.86,20,7,20,11,Mixta,Pasillos,Estudio,Tecnológicos,2,5,3,5,2
11A2-3004-18,Grupo 6,A,2,134.42,131.78,19,4,4,3,Artificial,Tráfico vehicular,Descanso,Auditivos,2,3,3,3,3
10A1-3004-18,Grupo 6,A,1,124.17,149.86,20,7,20,11,Mixta,Pasillos,Estudio,Tecnológicos,2,5,2,5,2
10A1-3004-18,Grupo 6,A,1,124.17,149.86,20,7,20,11,Mixta,Pasillos,Estudio,Tecnológicos,2,4,3,5,2
10A1-3004-18,Grupo 6,A,1,124.17,149.86,20,7,20,11,Mixta,Pasillos,Estudio,Tecnológicos,3,5,4,5,2
10A1-3004-18,Grupo 6,A,1,124.17,149.86,20,7,20,11,Mixta,Pasillos,Estudio,Tecnológicos,3,5,3,5,2
11A2-3004-18,Grupo 6,A,2,134.42,131.78,19,4,4,3,Artificial,Tráfico vehicular,Descanso,Auditivos,3,5,2,4,3
11A2-3004-18,Grupo 6,A,2,134.42,131.78,19,4,4,3,Artificial,Tráfico vehicular,Descanso,Auditivos,1,4,2,2,2
10A1-3004-18,Grupo 6,A,1,124.17,149.86,20,7,20,11,Mixta,Pasillos,Estudio,Tecnológicos,3,5,3,5,2
11A2-3004-18,Grupo 6,A,2,134.42,131.78,19,4,4,3,Artificial,Tráfico vehicular,Descanso,Auditivos,1,4,1,2,3
10A2-3004-18,Grupo 6,A,2,124.3,149.68,20,8,30,14,Artificial,Charla de estudiantes,Descanso,Tecnológicos,3,5,4,4,2
10A2-3004-18,Grupo 6,A,2,124.3,149.68,20,8,30,14,Artificial,Charla de estudiantes,Descanso,Tecnológicos,2,5,4,3,2
10A2-3004-18,Grupo 6,A,2,124.3,149.68,20,8,30,14,Artificial,Charla de estudiantes,Descanso,Tecnológicos,3,5,4,3,2
10A2-3004-18,Grupo 6,A,2,124.3,149.68,20,8,30,14,Artificial,Charla de estudiantes,Descanso,Tecnológicos,2,4,4,4,2
10A2-3004-18,Grupo 6,A,2,124.3,149.68,20,8,30,14,Artificial,Charla de estudiantes,Descanso,Tecnológicos,1,5,2,4,2
10A2-3004-18,Grupo 6,A,2,124.3,149.68,20,8,30,14,Artificial,Charla de estudiantes,Descanso,Tecnológicos,2,5,3,3,2
10A2-3004-18,Grupo 6,A,2,124.3,149.68,20,8,30,14,Artificial,Charla de estudiantes,Descanso,Tecnológicos,2,5,3,4,2
10A2-3004-18,Grupo 6,A,2,124.3,149.68,20,8,30,14,Artificial,Charla de estudiantes,Descanso,Tecnológicos,1,5,4,3,2
5B1-2704-09,Grupo 4,B,1,52.8,503.35,22,62,214,94,Mixta,Charla de estudiantes,Estudio,Auditivos,3,4,2,3,3
8A3-2904-09,Grupo 7,A,3,55.23,287,NA,15,53,5,Mixta,Charla de estudiantes,Estudio,Tecnológicos,3,3,4,4,2
8A3-2904-09,Grupo 7,A,3,55.23,287,NA,15,53,5,Mixta,Charla de estudiantes,Estudio,Tecnológicos,2,4,5,4,2
8A3-2904-09,Grupo 7,A,3,55.23,287,NA,15,53,5,Mixta,Charla de estudiantes,Estudio,Tecnológicos,3,5,4,5,2
8A3-2904-09,Grupo 7,A,3,55.23,287,NA,15,53,5,Mixta,Charla de estudiantes,Estudio,Tecnológicos,3,5,4,3,2
8A3-2904-09,Grupo 7,A,3,55.23,287,NA,15,53,5,Mixta,Charla de estudiantes,Estudio,Tecnológicos,2,4,4,5,2
8A3-2904-09,Grupo 7,A,3,55.23,287,NA,15,53,5,Mixta,Charla de estudiantes,Estudio,Tecnológicos,3,4,3,5,2
8A3-2904-09,Grupo 7,A,3,55.23,287,NA,15,53,5,Mixta,Charla de estudiantes,Estudio,Tecnológicos,3,2,4,5,2
8A3-2904-09,Grupo 7,A,3,55.23,287,NA,15,53,5,Mixta,Charla de estudiantes,Estudio,Tecnológicos,2,4,3,3,2
8A3-2904-09,Grupo 7,A,3,55.23,287,NA,15,53,5,Mixta,Charla de estudiantes,Estudio,Tecnológicos,2,4,5,4,2
8A3-2904-09,Grupo 7,A,3,55.23,287,NA,15,53,5,Mixta,Charla de estudiantes,Estudio,Tecnológicos,2,3,2,5,2
8A3-2904-09,Grupo 7,A,3,55.23,287,NA,15,53,5,Mixta,Charla de estudiantes,Estudio,Tecnológicos,2,3,3,3,2
1B3-3004-09,Grupo 5,B,3,144.63,7607.21,21,4,10,0,Natural,Charla de estudiantes,Socialización,Auditivos,2,4,4,3,2
8A3-0105-09,Grupo 7,A,3,122.27,54.5,21,21,12,9,Artificial,Charla de estudiantes,Estudio,Auditivos,3,4,3,4,2
8A3-0105-09,Grupo 7,A,3,122.27,54.5,21,21,12,9,Artificial,Charla de estudiantes,Estudio,Auditivos,2,4,4,3,3
8A3-0105-09,Grupo 7,A,3,122.27,54.5,21,21,12,9,Artificial,Charla de estudiantes,Estudio,Auditivos,2,3,3,4,2
8A3-0105-09,Grupo 7,A,3,122.27,54.5,21,21,12,9,Artificial,Charla de estudiantes,Estudio,Auditivos,2,3,4,3,1
8A3-0105-09,Grupo 7,A,3,122.27,54.5,21,21,12,9,Artificial,Charla de estudiantes,Estudio,Auditivos,2,3,3,4,2
8A3-0105-09,Grupo 7,A,3,122.27,54.5,21,21,12,9,Artificial,Charla de estudiantes,Estudio,Auditivos,1,3,4,5,2
8A3-0105-09,Grupo 7,A,3,122.27,54.5,21,21,12,9,Artificial,Charla de estudiantes,Estudio,Auditivos,3,3,4,3,2
8A3-0105-09,Grupo 7,A,3,122.27,54.5,21,21,12,9,Artificial,Charla de estudiantes,Estudio,Auditivos,2,3,3,4,2
8A3-0105-09,Grupo 7,A,3,122.27,54.5,21,21,12,9,Artificial,Charla de estudiantes,Estudio,Auditivos,3,4,4,4,2
8A3-0105-09,Grupo 7,A,3,122.27,54.5,21,21,12,9,Artificial,Charla de estudiantes,Estudio,Auditivos,3,4,2,1,2
8A3-0105-09,Grupo 7,A,3,122.27,54.5,21,21,12,9,Artificial,Charla de estudiantes,Estudio,Auditivos,3,5,5,5,3
8A3-0105-09,Grupo 7,A,3,122.27,54.5,21,21,12,9,Artificial,Charla de estudiantes,Estudio,Auditivos,2,4,4,4,3
8A3-0105-09,Grupo 7,A,3,122.27,54.5,21,21,12,9,Artificial,Charla de estudiantes,Estudio,Auditivos,2,5,5,2,3
8A3-0105-09,Grupo 7,A,3,122.27,54.5,21,21,12,9,Artificial,Charla de estudiantes,Estudio,Auditivos,2,4,4,4,3
8A3-0105-09,Grupo 7,A,3,122.27,54.5,21,21,12,9,Artificial,Charla de estudiantes,Estudio,Auditivos,3,3,5,3,3
8A3-0105-09,Grupo 7,A,3,122.27,54.5,21,21,12,9,Artificial,Charla de estudiantes,Estudio,Auditivos,3,5,4,4,3
8A3-0105-09,Grupo 7,A,3,122.27,54.5,21,21,12,9,Artificial,Charla de estudiantes,Estudio,Auditivos,3,3,3,3,2
8A3-0105-09,Grupo 7,A,3,122.27,54.5,21,21,12,9,Artificial,Charla de estudiantes,Estudio,Auditivos,3,4,4,4,3
3B1-2904-18,Grupo 8,B,1,30.24,0.072,18,3,6,8,Artificial,Pasillos,Esparcimiento,Visuales,1,2,1,2,2
3B1-2904-18,Grupo 8,B,1,23.2,0.072,18,4,8,8,Artificial,Pasillos,Esparcimiento,Visuales,1,2,1,2,2
3B1-2904-18,Grupo 8,B,1,30.24,0.072,18,3,6,8,Artificial,Pasillos,Esparcimiento,Visuales,1,3,3,2,2
3B1-2904-18,Grupo 8,B,1,23.2,0.072,18,4,8,8,Artificial,Pasillos,Esparcimiento,Visuales,1,3,3,2,2
1B3-3004-09,Grupo 5,B,3,144.63,7607.21,21,4,10,0,Natural,Charla de estudiantes,Socialización,Auditivos,1,3,2,3,2
1S2-3004-09,Grupo 8,S,2,24.3,4.816,20,15,20,0,Artificial,Charla de estudiantes,Estudio,Visuales,2,3,2,3,2
1B1-3004-13,Grupo 5,B,1,152.67,28.74,23,126,1,2,Mixta,Charla de estudiantes,Alimentación,Auditivos,2,5,5,3,1
1B3-3004-13,Grupo 5,B,3,133.27,5575.21,23,21,10,0,Natural,Charla de estudiantes,Socialización,Visuales,2,5,2,4,3
1B3-3004-13,Grupo 5,B,3,133.27,5575.21,23,21,10,0,Natural,Charla de estudiantes,Socialización,Visuales,2,4,4,3,2
1B3-3004-18,Grupo 5,B,3,133.11,118,24,24,10,0,Natural,Charla de estudiantes,Socialización,Auditivos,2,3,5,5,2
8A3-0105-09,Grupo 7,A,3,122.27,54.5,21,21,12,9,Artificial,Charla de estudiantes,Estudio,Auditivos,2,4,4,3,2
8A3-0105-09,Grupo 7,A,3,122.27,54.5,21,21,12,9,Artificial,Charla de estudiantes,Estudio,Auditivos,2,4,4,4,3
5B1-2704-09,Grupo 4,B,1,52.8,503.35,22,62,214,94,Mixta,Charla de estudiantes,Estudio,Auditivos,3,5,4,5,3
3B1-0205-18,Grupo 8,B,1,24.7,0.00069,18,3,8,5,Mixta,Pasillos,Esparcimiento,Auditivos,1,3,3,3,2
3B2-0205-18,Grupo 8,B,2,60,200.17,18,2,6,6,Mixta,Tráfico vehicular,Esparcimiento,Auditivos,2,3,1,1,2
10A1-0405-09,Grupo 6,A,1,128.17,21.5,23,7,20,11,Mixta,Pasillos,Estudio,Tecnológicos,1,4,3,3,2
10A1-0405-09,Grupo 6,A,1,128.17,21.5,23,7,20,11,Mixta,Pasillos,Estudio,Tecnológicos,2,4,4,4,2
10A1-0405-09,Grupo 6,A,1,128.17,21.5,23,7,20,11,Mixta,Pasillos,Estudio,Tecnológicos,3,3,3,3,2
10A1-0405-09,Grupo 6,A,1,128.17,21.5,23,7,20,11,Mixta,Pasillos,Estudio,Tecnológicos,1,4,4,4,2
10A1-0405-09,Grupo 6,A,1,128.17,21.5,23,7,20,11,Mixta,Pasillos,Estudio,Tecnológicos,3,4,3,4,2
10A1-0405-09,Grupo 6,A,1,128.17,21.5,23,7,20,11,Mixta,Pasillos,Estudio,Tecnológicos,1,4,3,4,2
10A1-0405-09,Grupo 6,A,1,128.17,21.5,23,7,20,11,Mixta,Pasillos,Estudio,Tecnológicos,3,4,4,5,2
10A2-0405-09,Grupo 6,A,2,128.29,30.3,23,12,30,14,Mixta,Pasillos,Descanso,Tecnológicos,2,3,2,3,2
10A2-0405-09,Grupo 6,A,2,128.29,30.3,23,12,30,14,Mixta,Pasillos,Descanso,Tecnológicos,3,3,4,3,2
10A2-0405-09,Grupo 6,A,2,128.29,30.3,23,12,30,14,Mixta,Pasillos,Descanso,Tecnológicos,1,4,4,3,2
10A2-0405-09,Grupo 6,A,2,128.29,30.3,23,12,30,14,Mixta,Pasillos,Descanso,Tecnológicos,2,4,2,2,2
10A2-0405-09,Grupo 6,A,2,128.29,30.3,23,12,30,14,Mixta,Pasillos,Descanso,Tecnológicos,2,3,3,3,1
11A1-0405-09,Grupo 6,A,1,128.45,2.71,24,7,4,0,Natural,Charla de estudiantes,Esparcimiento,Auditivos,2,3,2,2,2
10A2-0405-09,Grupo 6,A,2,128.29,30.3,23,12,30,14,Mixta,Pasillos,Descanso,Tecnológicos,2,3,3,3,1
11A1-0405-09,Grupo 6,A,1,128.45,2.71,24,7,4,0,Natural,Charla de estudiantes,Esparcimiento,Auditivos,1,3,1,1,2
11A1-0405-09,Grupo 6,A,1,128.45,2.71,24,7,4,0,Natural,Charla de estudiantes,Esparcimiento,Auditivos,2,3,3,2,2
10A2-0405-09,Grupo 6,A,2,128.29,30.3,23,12,30,14,Mixta,Pasillos,Descanso,Tecnológicos,3,4,3,2,1
11A1-0405-09,Grupo 6,A,1,128.45,2.71,24,7,4,0,Natural,Charla de estudiantes,Esparcimiento,Auditivos,3,2,3,3,2
11A1-0405-09,Grupo 6,A,1,128.45,2.71,24,7,4,0,Natural,Charla de estudiantes,Esparcimiento,Auditivos,1,2,2,2,2
10A2-0405-09,Grupo 6,A,2,128.29,30.3,23,12,30,14,Mixta,Pasillos,Descanso,Tecnológicos,2,3,3,3,2
10A2-0405-09,Grupo 6,A,2,128.29,30.3,23,12,30,14,Mixta,Pasillos,Descanso,Tecnológicos,3,4,4,4,2
10A2-0405-09,Grupo 6,A,2,128.29,30.3,23,12,30,14,Mixta,Pasillos,Descanso,Tecnológicos,1,3,3,2,2
10A2-0405-09,Grupo 6,A,2,128.29,30.3,23,12,30,14,Mixta,Pasillos,Descanso,Tecnológicos,2,4,4,4,2
10A2-0405-09,Grupo 6,A,2,128.29,30.3,23,12,30,14,Mixta,Pasillos,Descanso,Tecnológicos,3,4,4,3,2
11A3-0405-13,Grupo 6,A,3,131.42,1775,24,10,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,1,2,2,1,3
11A3-0405-13,Grupo 6,A,3,131.42,1775,24,10,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,2,3,3,3,3
11A3-0405-13,Grupo 6,A,3,131.42,1775,24,10,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,2,2,3,3,3
11A3-0405-13,Grupo 6,A,3,131.42,1775,24,10,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,2,2,3,2,3
11A3-0405-13,Grupo 6,A,3,131.42,1775,24,10,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,2,2,1,1,3
11A3-0405-13,Grupo 6,A,3,131.42,1775,24,10,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,2,3,2,2,3
11A3-0405-13,Grupo 6,A,3,131.42,1775,24,10,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,2,3,2,3,3
11A3-0405-13,Grupo 6,A,3,131.42,1775,24,10,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,1,3,3,1,2
11A2-0405-13,Grupo 6,A,2,131,1968.98,24,22,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,2,2,3,3,3
11A2-0405-13,Grupo 6,A,2,131,1968.98,24,22,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,2,2,4,2,3
11A2-0405-13,Grupo 6,A,2,131,1968.98,24,22,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,1,2,2,1,3
11A2-0405-13,Grupo 6,A,2,131,1968.98,24,22,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,2,3,2,2,3
11A2-0405-13,Grupo 6,A,2,131,1968.98,24,22,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,2,3,3,3,2
11A2-0405-13,Grupo 6,A,2,131,1968.98,24,22,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,2,3,3,2,3
11A2-0405-13,Grupo 6,A,2,131,1968.98,24,22,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,3,3,3,3,2
11A2-0405-13,Grupo 6,A,2,131,1968.98,24,22,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,2,2,3,3,2
11A2-0405-13,Grupo 6,A,2,131,1968.98,24,22,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,2,3,3,2,3
11A2-0405-13,Grupo 6,A,2,131,1968.98,24,22,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,2,3,3,2,3
11A2-0405-13,Grupo 6,A,2,131,1968.98,24,22,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,2,3,3,3,3
11A2-0405-13,Grupo 6,A,2,131,1968.98,24,22,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,1,4,3,3,2
10A1-0405-13,Grupo 6,A,1,131.53,296.77,23,15,20,11,Mixta,Pasillos,Estudio,Tecnológicos,3,2,4,5,2
11A2-0405-13,Grupo 6,A,2,131,1968.98,24,22,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,2,3,2,3,3
10A1-0405-13,Grupo 6,A,1,131.53,296.77,23,15,20,11,Mixta,Pasillos,Estudio,Tecnológicos,2,4,4,5,3
10A1-0405-13,Grupo 6,A,1,131.53,296.77,23,15,20,11,Mixta,Pasillos,Estudio,Tecnológicos,2,4,5,4,3
10A1-0405-13,Grupo 6,A,1,131.53,296.77,23,15,20,11,Mixta,Pasillos,Estudio,Tecnológicos,3,5,2,3,1
11A2-0405-13,Grupo 6,A,2,131,1968.98,24,22,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,3,3,3,2,3
10A1-0405-13,Grupo 6,A,1,131.53,296.77,23,15,20,11,Mixta,Pasillos,Estudio,Tecnológicos,3,4,4,5,3
10A1-0405-13,Grupo 6,A,1,131.53,296.77,23,15,20,11,Mixta,Pasillos,Estudio,Tecnológicos,3,3,3,2,1
11A2-0405-13,Grupo 6,A,2,131,1968.98,24,22,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,2,3,3,3,3
10A1-0405-13,Grupo 6,A,1,131.53,296.77,23,15,20,11,Mixta,Pasillos,Estudio,Tecnológicos,2,3,3,4,1
10A1-0405-13,Grupo 6,A,1,131.53,296.77,23,15,20,11,Mixta,Pasillos,Estudio,Tecnológicos,3,4,4,5,2
10A1-0405-13,Grupo 6,A,1,131.53,296.77,23,15,20,11,Mixta,Pasillos,Estudio,Tecnológicos,2,5,5,4,1
11A2-0405-13,Grupo 6,A,2,131,1968.98,24,22,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,2,3,2,2,3
11A2-0405-13,Grupo 6,A,2,131,1968.98,24,22,4,0,Natural,Charla de estudiantes,Alimentación,Tecnológicos,1,3,3,3,3
10A1-0405-18,Grupo 6,A,1,121.63,152.15,20,11,20,11,Artificial,Pasillos,Estudio,Tecnológicos,3,4,3,4,3
10A1-0405-18,Grupo 6,A,1,121.63,152.15,20,11,20,11,Artificial,Pasillos,Estudio,Tecnológicos,2,4,2,4,2
10A1-0405-18,Grupo 6,A,1,121.63,152.15,20,11,20,11,Artificial,Pasillos,Estudio,Tecnológicos,2,3,2,4,3
10A1-0405-18,Grupo 6,A,1,121.63,152.15,20,11,20,11,Artificial,Pasillos,Estudio,Tecnológicos,3,5,4,5,3
10A1-0405-18,Grupo 6,A,1,121.63,152.15,20,11,20,11,Artificial,Pasillos,Estudio,Tecnológicos,3,4,3,2,2
10A1-0405-18,Grupo 6,A,1,121.63,152.15,20,11,20,11,Artificial,Pasillos,Estudio,Tecnológicos,3,5,5,5,3
10A1-0405-18,Grupo 6,A,1,121.63,152.15,20,11,20,11,Artificial,Pasillos,Estudio,Tecnológicos,1,3,3,2,2
10A1-0405-18,Grupo 6,A,1,121.63,152.15,20,11,20,11,Artificial,Pasillos,Estudio,Tecnológicos,1,4,3,3,3
10A2-0405-18,Grupo 6,A,2,129.82,153.79,20,13,30,14,Artificial,Pasillos,Descanso,Tecnológicos,2,4,5,3,3
10A2-0405-18,Grupo 6,A,2,129.82,153.79,20,13,30,14,Artificial,Pasillos,Descanso,Tecnológicos,2,4,5,4,2
10A2-0405-18,Grupo 6,A,2,129.82,153.79,20,13,30,14,Artificial,Pasillos,Descanso,Tecnológicos,3,5,4,5,3
10A2-0405-18,Grupo 6,A,2,129.82,153.79,20,13,30,14,Artificial,Pasillos,Descanso,Tecnológicos,1,4,4,3,3
10A2-0405-18,Grupo 6,A,2,129.82,153.79,20,13,30,14,Artificial,Pasillos,Descanso,Tecnológicos,2,4,4,2,2
10A2-0405-18,Grupo 6,A,2,129.82,153.79,20,13,30,14,Artificial,Pasillos,Descanso,Tecnológicos,3,4,5,5,3
10A2-0405-18,Grupo 6,A,2,129.82,153.79,20,13,30,14,Artificial,Pasillos,Descanso,Tecnológicos,1,3,3,3,2
10A2-0405-18,Grupo 6,A,2,129.82,153.79,20,13,30,14,Artificial,Pasillos,Descanso,Tecnológicos,3,5,5,5,3
10A2-0405-18,Grupo 6,A,2,129.82,153.79,20,13,30,14,Artificial,Pasillos,Descanso,Tecnológicos,3,3,4,4,2
10A2-0405-18,Grupo 6,A,2,129.82,153.79,20,13,30,14,Artificial,Pasillos,Descanso,Tecnológicos,3,4,5,5,2
10A2-0405-18,Grupo 6,A,2,129.82,153.79,20,13,30,14,Artificial,Pasillos,Descanso,Tecnológicos,2,3,5,2,2
11A2-0505-09,Grupo 6,A,2,65,1000,22,5,4,0,Natural,Charla de estudiantes,Socialización,Auditivos,2,4,4,3,3
11A2-0505-09,Grupo 6,A,2,65,1000,22,5,4,0,Natural,Charla de estudiantes,Socialización,Auditivos,3,3,3,2,3
11A2-0505-09,Grupo 6,A,2,65,1000,22,5,4,0,Natural,Charla de estudiantes,Socialización,Auditivos,3,4,5,4,2
11A2-0505-09,Grupo 6,A,2,65,1000,22,5,4,0,Natural,Charla de estudiantes,Socialización,Auditivos,1,3,3,3,2
1S1-0505-13,Grupo 8,S,1,120.45,593.48,25,17,8,0,Natural,Charla de estudiantes,Descanso,Visuales,3,4,5,3,3
1S1-0505-13,Grupo 8,S,1,134.45,594.56,24,17,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,3,3
1S1-0505-13,Grupo 8,S,1,136.78,567.34,24,19,8,0,Natural,Charla de estudiantes,Socialización,Auditivos,3,4,5,3,3
1S1-0505-13,Grupo 8,S,1,124.67,678.93,24,24,8,0,Natural,Charla de estudiantes,Socialización,Auditivos,3,4,5,3,3
1S1-0505-13,Grupo 8,S,1,107.45,652.71,24,23,8,0,Natural,Tráfico vehicular,Socialización,Auditivos,3,4,5,3,3
1S1-0505-13,Grupo 8,S,1,120.45,593.48,25,17,8,0,Natural,Charla de estudiantes,Descanso,Visuales,3,4,5,5,3
1S1-0505-13,Grupo 8,S,1,134.45,594.56,24,17,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,5,3
1S1-0505-13,Grupo 8,S,1,136.78,567.34,24,19,8,0,Natural,Charla de estudiantes,Socialización,Auditivos,3,4,5,5,3
1S1-0505-13,Grupo 8,S,1,124.67,678.93,24,24,8,0,Natural,Charla de estudiantes,Socialización,Auditivos,3,4,5,5,3
1S1-0505-13,Grupo 8,S,1,107.45,652.71,24,23,8,0,Natural,Tráfico vehicular,Socialización,Auditivos,3,4,5,5,3
1S1-0505-13,Grupo 8,S,1,120.45,593.48,25,17,8,0,Natural,Charla de estudiantes,Descanso,Visuales,3,3,5,2,3
1S1-0505-13,Grupo 8,S,1,134.45,594.56,24,17,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,3,5,2,3
1S1-0505-13,Grupo 8,S,1,136.78,567.34,24,19,8,0,Natural,Charla de estudiantes,Socialización,Auditivos,3,3,5,2,3
1S1-0505-13,Grupo 8,S,1,124.67,678.93,24,24,8,0,Natural,Charla de estudiantes,Socialización,Auditivos,3,3,5,2,3
1S1-0505-13,Grupo 8,S,1,107.45,652.71,24,23,8,0,Natural,Tráfico vehicular,Socialización,Auditivos,3,3,5,2,3
1S1-0505-13,Grupo 8,S,1,120.45,593.48,25,17,8,0,Natural,Charla de estudiantes,Descanso,Visuales,3,4,4,5,3
1S1-0505-13,Grupo 8,S,1,134.45,594.56,24,17,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,4,5,3
1S1-0505-13,Grupo 8,S,1,136.78,567.34,24,19,8,0,Natural,Charla de estudiantes,Socialización,Auditivos,3,4,4,5,3
1S1-0505-13,Grupo 8,S,1,124.67,678.93,24,24,8,0,Natural,Charla de estudiantes,Socialización,Auditivos,3,4,4,5,3
1S1-0505-13,Grupo 8,S,1,107.45,652.71,24,23,8,0,Natural,Tráfico vehicular,Socialización,Auditivos,3,4,4,5,3
1S1-0505-13,Grupo 8,S,1,120.45,593.48,25,17,8,0,Natural,Charla de estudiantes,Descanso,Visuales,3,5,5,4,3
1S1-0505-13,Grupo 8,S,1,134.45,594.56,24,17,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,4,3
1S1-0505-13,Grupo 8,S,1,136.78,567.34,24,19,8,0,Natural,Charla de estudiantes,Socialización,Auditivos,3,5,5,4,3
1S1-0505-13,Grupo 8,S,1,124.67,678.93,24,24,8,0,Natural,Charla de estudiantes,Socialización,Auditivos,3,5,5,4,3
1S1-0505-13,Grupo 8,S,1,107.45,652.71,24,23,8,0,Natural,Tráfico vehicular,Socialización,Auditivos,3,5,5,4,3
1S2-0505-13,Grupo 8,S,2,63.21,53,18,24,60,12,Artificial,Charla de estudiantes,Estudio,Auditivos,2,5,4,4,2
1S2-0505-13,Grupo 8,S,2,108.65,87.32,18,30,60,12,Artificial,Charla de estudiantes,Estudio,Visuales,2,5,4,4,2
1S2-0505-13,Grupo 8,S,2,83.46,34.76,18,43,60,12,Artificial,Charla de estudiantes,Estudio,Visuales,2,5,4,4,2
1S2-0505-13,Grupo 8,S,2,69.42,136.87,18,56,60,12,Artificial,Charla de estudiantes,Estudio,Auditivos,2,5,4,4,2
1S2-0505-13,Grupo 8,S,2,57.23,106.85,18,85,60,12,Artificial,Charla de estudiantes,Estudio,Visuales,2,5,4,4,2
1S2-0505-13,Grupo 8,S,2,63.21,53,18,24,60,12,Artificial,Charla de estudiantes,Estudio,Auditivos,1,5,4,4,3
1S2-0505-13,Grupo 8,S,2,108.65,87.32,18,30,60,12,Artificial,Charla de estudiantes,Estudio,Visuales,1,5,4,4,3
1S2-0505-13,Grupo 8,S,2,83.46,34.76,18,43,60,12,Artificial,Charla de estudiantes,Estudio,Visuales,1,5,4,4,3
1S2-0505-13,Grupo 8,S,2,69.42,136.87,18,56,60,12,Artificial,Charla de estudiantes,Estudio,Auditivos,1,5,4,4,3
1S2-0505-13,Grupo 8,S,2,57.23,106.85,18,85,60,12,Artificial,Charla de estudiantes,Estudio,Visuales,1,5,4,4,3
1S2-0505-13,Grupo 8,S,2,63.21,53,18,24,60,12,Artificial,Charla de estudiantes,Estudio,Auditivos,1,5,3,3,3
1S2-0505-13,Grupo 8,S,2,108.65,87.32,18,30,60,12,Artificial,Charla de estudiantes,Estudio,Visuales,1,5,3,3,3
1S2-0505-13,Grupo 8,S,2,83.46,34.76,18,43,60,12,Artificial,Charla de estudiantes,Estudio,Visuales,1,5,3,3,3
1S2-0505-13,Grupo 8,S,2,69.42,136.87,18,56,60,12,Artificial,Charla de estudiantes,Estudio,Auditivos,1,5,3,3,3
1S2-0505-13,Grupo 8,S,2,57.23,106.85,18,85,60,12,Artificial,Charla de estudiantes,Estudio,Visuales,1,5,3,3,3
1S2-0505-13,Grupo 8,S,2,63.21,53,18,24,60,12,Artificial,Charla de estudiantes,Estudio,Auditivos,2,5,5,5,3
1S2-0505-13,Grupo 8,S,2,108.65,87.32,18,30,60,12,Artificial,Charla de estudiantes,Estudio,Visuales,2,5,5,5,3
1S2-0505-13,Grupo 8,S,2,83.46,34.76,18,43,60,12,Artificial,Charla de estudiantes,Estudio,Visuales,2,5,5,5,3
1S2-0505-13,Grupo 8,S,2,69.42,136.87,18,56,60,12,Artificial,Charla de estudiantes,Estudio,Auditivos,2,5,5,5,3
1S2-0505-13,Grupo 8,S,2,57.23,106.85,18,85,60,12,Artificial,Charla de estudiantes,Estudio,Visuales,2,5,5,5,3
1S2-0505-13,Grupo 8,S,2,63.21,53,18,24,60,12,Artificial,Charla de estudiantes,Estudio,Auditivos,2,4,2,3,2
